Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Taxonomic lineage	EC number
K2RC65	unreviewed	K2RC65_METFP	Uncharacterized protein	A994_07255	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RC68	unreviewed	K2RC68_METFP	Uncharacterized protein	A994_07280	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RC71	unreviewed	K2RC71_METFP	4-oxalocrotonate tautomerase	A994_07305	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RC75	unreviewed	K2RC75_METFP	Anaerobic ribonucleoside-triphosphate reductase activating protein	A994_07330	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RC78	unreviewed	K2RC78_METFP	Radical SAM core domain-containing protein	A994_07355	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RC82	unreviewed	K2RC82_METFP	Uncharacterized protein	A994_05341	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RC84	unreviewed	K2RC84_METFP	Uncharacterized protein	A994_05366	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RC89	unreviewed	K2RC89_METFP	Uncharacterized protein	A994_05391	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RC94	unreviewed	K2RC94_METFP	Uncharacterized protein	A994_05416	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCA5	unreviewed	K2RCA5_METFP	4Fe-4S ferredoxin	A994_05491	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCB8	unreviewed	K2RCB8_METFP	Uncharacterized protein	A994_05566	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCD8	unreviewed	K2RCD8_METFP	Biotin-(Acetyl-CoA carboxylase) ligase	A994_05716	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCE3	unreviewed	K2RCE3_METFP	Uncharacterized protein	A994_05741	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCE6	unreviewed	K2RCE6_METFP	Na+/H+ antiporter	A994_05766	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCF0	unreviewed	K2RCF0_METFP	Transporter	A994_05791	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCF5	unreviewed	K2RCF5_METFP	Uncharacterized protein	A994_05816	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCF8	unreviewed	K2RCF8_METFP	Alkylhydroperoxidase	A994_05841	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCG7	unreviewed	K2RCG7_METFP	Acetate--CoA ligase (ADP-forming), EC 6.2.1.13	A994_05891	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.2.1.13
K2RCH0	unreviewed	K2RCH0_METFP	SpoVT-AbrB domain-containing protein	A994_05916	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCH5	unreviewed	K2RCH5_METFP	DUF2070 domain-containing protein	A994_05941	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCH9	unreviewed	K2RCH9_METFP	GTP-binding protein HSR1-like protein	A994_05966	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCI2	unreviewed	K2RCI2_METFP	Uncharacterized protein	A994_05991	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCI6	unreviewed	K2RCI6_METFP	Uncharacterized protein	A994_06016	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCI9	unreviewed	K2RCI9_METFP	Uncharacterized protein	A994_06041	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCJ3	unreviewed	K2RCJ3_METFP	Glyco_hydro_57 domain-containing protein	A994_06066	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCJ8	unreviewed	K2RCJ8_METFP	Oxidoreductase domain-containing protein	A994_06091	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCK5	unreviewed	K2RCK5_METFP	Protein ArnB	A994_06116	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCK9	unreviewed	K2RCK9_METFP	PMT_2 domain-containing protein	A994_06141	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCL4	unreviewed	K2RCL4_METFP	Radical SAM domain-containing protein	A994_06166	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCL8	unreviewed	K2RCL8_METFP	DNA-3-methyladenine glycosylase II	A994_06191	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCM1	unreviewed	K2RCM1_METFP	Protein kinase	A994_06216	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCM5	unreviewed	K2RCM5_METFP	Phytoene dehydrogenase-related protein	A994_06251	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCM8	unreviewed	K2RCM8_METFP	Signal transduction protein with CBS domains	A994_06276	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCN2	unreviewed	K2RCN2_METFP	Cob/CoM heterodisulfide reductase subunit B	A994_06301	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCN6	unreviewed	K2RCN6_METFP	Sulfate-transporting ATPase	A994_06326	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCN7	unreviewed	K2RCN7_METFP	Site-specific DNA-methyltransferase (adenine-specific), EC 2.1.1.72	A994_06351	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.1.1.72
K2RCP2	unreviewed	K2RCP2_METFP	Uncharacterized protein	A994_06376	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCP7	unreviewed	K2RCP7_METFP	Uncharacterized protein	A994_04040	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCP9	unreviewed	K2RCP9_METFP	Butyrate--CoA ligase	A994_04065	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCQ4	unreviewed	K2RCQ4_METFP	Pyruvate ferredoxin/flavodoxin oxidoreductase subunit beta	A994_04090	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCQ8	unreviewed	K2RCQ8_METFP	Thioredoxin reductase	A994_04115	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCR2	unreviewed	K2RCR2_METFP	Cupin_2 domain-containing protein	A994_04140	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCS3	unreviewed	K2RCS3_METFP	Biopolymer transport protein	A994_04215	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCS6	unreviewed	K2RCS6_METFP	CDP-diacylglycerol/serine O-phosphatidyltransferase	A994_04240	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCT1	unreviewed	K2RCT1_METFP	4Fe-4S ferredoxin	A994_04265	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCT4	unreviewed	K2RCT4_METFP	Uncharacterized protein	A994_04290	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCV2	unreviewed	K2RCV2_METFP	Putative sensor histidine kinase	A994_04390	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCV7	unreviewed	K2RCV7_METFP	Uncharacterized protein	A994_04415	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCW2	unreviewed	K2RCW2_METFP	Xanthine/uracil/vitamin C permease	A994_04440	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCW6	unreviewed	K2RCW6_METFP	Uncharacterized protein	A994_04465	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCX0	unreviewed	K2RCX0_METFP	MarR family transcriptional regulator	A994_04490	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCX4	unreviewed	K2RCX4_METFP	NADPH-dependent FMN reductase	A994_04515	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCX7	unreviewed	K2RCX7_METFP	Uncharacterized protein	A994_04540	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCY4	unreviewed	K2RCY4_METFP	Anion transporter	A994_04565	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCZ0	unreviewed	K2RCZ0_METFP	Type 11 methyltransferase	A994_04590	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCZ5	unreviewed	K2RCZ5_METFP	ArsR family transcriptional regulator	A994_04615	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RCZ8	unreviewed	K2RCZ8_METFP	Fe-S cluster domain-containing protein	A994_04640	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RD02	unreviewed	K2RD02_METFP	Transcriptional activator ligand binding domain-containing protein	A994_04665	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RD05	unreviewed	K2RD05_METFP	Uncharacterized protein	A994_04690	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RD22	unreviewed	K2RD22_METFP	Transcriptional regulator TrmB	A994_04765	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RD26	unreviewed	K2RD26_METFP	Radical sam domain protein	A994_04790	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RD50	unreviewed	K2RD50_METFP	Antibiotic biosynthesis monooxygenase	A994_04890	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RD56	unreviewed	K2RD56_METFP	Uncharacterized protein	A994_04915	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RD68	unreviewed	K2RD68_METFP	Beta-lactamase domain-containing protein	A994_04965	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RD72	unreviewed	K2RD72_METFP	Major facilitator superfamily protein	A994_04990	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RD75	unreviewed	K2RD75_METFP	Putative snRNP Sm-like protein	A994_05015	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RD81	unreviewed	K2RD81_METFP	Uncharacterized protein	A994_05040	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RD85	unreviewed	K2RD85_METFP	Patatin	A994_05065	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RD98	unreviewed	K2RD98_METFP	Molybdenum cofactor synthesis domain-containing protein	A994_05115	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDA9	unreviewed	K2RDA9_METFP	Uncharacterized protein	A994_05165	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDB4	unreviewed	K2RDB4_METFP	Small GTP-binding protein	A994_05190	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDC0	unreviewed	K2RDC0_METFP	Uncharacterized protein	A994_05215	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDE3	unreviewed	K2RDE3_METFP	Uncharacterized protein	A994_05290	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDE6	unreviewed	K2RDE6_METFP	Uncharacterized protein	A994_05315	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDE9	unreviewed	K2RDE9_METFP	Glycosyltransferase	A994_02678	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDF2	unreviewed	K2RDF2_METFP	NTP_transf_2 domain-containing protein	A994_02713	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDF5	unreviewed	K2RDF5_METFP	Uncharacterized protein	A994_02738	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDF9	unreviewed	K2RDF9_METFP	UDP-n-acetylglucosamine 2-epimerase	A994_02763	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDG7	unreviewed	K2RDG7_METFP	Uncharacterized protein	A994_02813	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDH2	unreviewed	K2RDH2_METFP	Uncharacterized protein	A994_02838	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDH7	unreviewed	K2RDH7_METFP	Uncharacterized protein	A994_02863	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDI2	unreviewed	K2RDI2_METFP	Rubrerythrin	A994_02888	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDI7	unreviewed	K2RDI7_METFP	DUF1724 domain-containing protein	A994_02913	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDJ1	unreviewed	K2RDJ1_METFP	Uncharacterized protein	A994_02938	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDK2	unreviewed	K2RDK2_METFP	Uncharacterized protein	A994_02988	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDK6	unreviewed	K2RDK6_METFP	Putative PAS/PAC sensor protein	A994_03013	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDL2	unreviewed	K2RDL2_METFP	Uncharacterized protein	A994_03038	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDL6	unreviewed	K2RDL6_METFP	Protease htpX	A994_03063	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDM3	unreviewed	K2RDM3_METFP	Uncharacterized protein	A994_03088	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDM7	unreviewed	K2RDM7_METFP	Uncharacterized protein	A994_03113	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDN1	unreviewed	K2RDN1_METFP	Phosphonate-transporting ATPase	A994_03138	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDN9	unreviewed	K2RDN9_METFP	Uncharacterized protein	A994_03188	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDP5	unreviewed	K2RDP5_METFP	Ferritin	A994_03213	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDP9	unreviewed	K2RDP9_METFP	DNA-(Apurinic or apyrimidinic site) lyase	A994_03238	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDQ7	unreviewed	K2RDQ7_METFP	Uncharacterized protein	A994_03288	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDR1	unreviewed	K2RDR1_METFP	Lactate utilization protein B/C	A994_03313	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDR3	unreviewed	K2RDR3_METFP	Glycosyl transferase group 1	A994_03338	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDR9	unreviewed	K2RDR9_METFP	Group 1 glycosyl transferase	A994_03363	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDS4	unreviewed	K2RDS4_METFP	Methyltransf_30 domain-containing protein	A994_03388	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDS8	unreviewed	K2RDS8_METFP	Uncharacterized protein	A994_03413	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDT0	unreviewed	K2RDT0_METFP	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	A994_03438	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDT4	unreviewed	K2RDT4_METFP	Uncharacterized protein	A994_03463	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDT8	unreviewed	K2RDT8_METFP	Uncharacterized protein	A994_03488	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDU2	unreviewed	K2RDU2_METFP	Uncharacterized protein	A994_03513	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDV0	unreviewed	K2RDV0_METFP	Uncharacterized protein	A994_03538	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDV4	unreviewed	K2RDV4_METFP	Uncharacterized protein	A994_03563	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDV9	unreviewed	K2RDV9_METFP	DNA methylase containing a Zn-ribbon module	A994_03588	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDW2	unreviewed	K2RDW2_METFP	Rieske (2Fe-2S) domain-containing protein	A994_03613	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDW7	unreviewed	K2RDW7_METFP	N-acetyltransferase GCN5	A994_03638	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDX2	unreviewed	K2RDX2_METFP	ADP-ribosylation/Crystallin J1	A994_03663	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDX6	unreviewed	K2RDX6_METFP	Uncharacterized protein	A994_03688	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDY1	unreviewed	K2RDY1_METFP	Uncharacterized protein	A994_03713	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDY8	unreviewed	K2RDY8_METFP	SMC domain-containing protein	A994_03738	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RDZ4	unreviewed	K2RDZ4_METFP	Spore cortex-lytic enzyme	A994_03763	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE00	unreviewed	K2RE00_METFP	PLD phosphodiesterase domain-containing protein	A994_03788	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE05	unreviewed	K2RE05_METFP	eIF-4a family ATP-dependent RNA helicase	A994_03813	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE10	unreviewed	K2RE10_METFP	Ribonuclease 3	A994_03838	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE15	unreviewed	K2RE15_METFP	Prok-JAB domain-containing protein	A994_03863	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE21	unreviewed	K2RE21_METFP	Uncharacterized protein	A994_03898	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE26	unreviewed	K2RE26_METFP	Type III restriction protein res subunit	A994_03923	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE31	unreviewed	K2RE31_METFP	Uncharacterized protein	A994_03948	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE35	unreviewed	K2RE35_METFP	Beta-lactamase domain-containing protein	A994_03973	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE39	unreviewed	K2RE39_METFP	Peptidoglycan-binding domain 1 protein	A994_03998	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE44	unreviewed	K2RE44_METFP	Uncharacterized protein	A994_04023	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE49	unreviewed	K2RE49_METFP	Uncharacterized protein	A994_00020	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE52	unreviewed	K2RE52_METFP	CBS domain-containing membrane protein	A994_00045	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE70	unreviewed	K2RE70_METFP	TetR family transcriptional regulator	A994_00145	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE73	unreviewed	K2RE73_METFP	Uncharacterized protein	A994_00170	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE77	unreviewed	K2RE77_METFP	Polyketide cyclase/dehydrase	A994_00195	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE82	unreviewed	K2RE82_METFP	Beta-lactamase domain-containing protein	A994_00220	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE87	unreviewed	K2RE87_METFP	Ferredoxin	A994_00245	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE92	unreviewed	K2RE92_METFP	Uncharacterized protein	A994_00270	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RE95	unreviewed	K2RE95_METFP	Monovalent cation/H+ antiporter subunit F	A994_00295	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REA0	unreviewed	K2REA0_METFP	Uncharacterized protein	A994_00320	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REA3	unreviewed	K2REA3_METFP	EmrB/QacA subfamily drug resistance transporter	A994_00345	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REB1	unreviewed	K2REB1_METFP	Alpha/beta hydrolase fold protein	A994_00395	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REB8	unreviewed	K2REB8_METFP	TetR family transcriptional regulator	A994_00420	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REC0	unreviewed	K2REC0_METFP	Lysylphosphatidylglycerol synthetase	A994_00445	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REC5	unreviewed	K2REC5_METFP	Lactamase_B domain-containing protein	A994_00470	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RED0	unreviewed	K2RED0_METFP	Type 11 methyltransferase	A994_00495	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RED3	unreviewed	K2RED3_METFP	NAD(P)H dehydrogenase (Quinone)	A994_00520	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RED7	unreviewed	K2RED7_METFP	Regulatory protein ArsR	A994_00545	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REE1	unreviewed	K2REE1_METFP	Uncharacterized protein	A994_00570	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REE5	unreviewed	K2REE5_METFP	Aldo/keto reductase	A994_00595	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REE8	unreviewed	K2REE8_METFP	Major facilitator superfamily protein	A994_00620	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REF4	unreviewed	K2REF4_METFP	ABC transporter	A994_00645	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REG0	unreviewed	K2REG0_METFP	Putative TrmB family transcriptional regulator	A994_00670	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REG3	unreviewed	K2REG3_METFP	Uncharacterized protein	A994_00695	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REG7	unreviewed	K2REG7_METFP	4Fe-4S ferredoxin	A994_00720	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REH5	unreviewed	K2REH5_METFP	Carboxymuconolactone decarboxylase	A994_00770	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REI1	unreviewed	K2REI1_METFP	Uncharacterized protein	A994_00795	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REI5	unreviewed	K2REI5_METFP	Coenzyme F420 hydrogenase subunit gamma	A994_00820	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REJ0	unreviewed	K2REJ0_METFP	Uncharacterized protein	A994_00845	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REJ9	unreviewed	K2REJ9_METFP	Transcription factor S (Transcription elongation factor IIS/RNA polymerase subunit homolog)	A994_00895	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REK8	unreviewed	K2REK8_METFP	RNA polymerase Rpb4	A994_00945	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REL3	unreviewed	K2REL3_METFP	Uncharacterized protein	A994_00970	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REL7	unreviewed	K2REL7_METFP	Radical SAM domain-containing protein	A994_00995	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REM4	unreviewed	K2REM4_METFP	Regulatory protein MarR	A994_01045	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REN0	unreviewed	K2REN0_METFP	Archaeoflavoprotein	A994_01070	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REP8	unreviewed	K2REP8_METFP	SIR2_2 domain-containing protein	A994_01095	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RER0	unreviewed	K2RER0_METFP	N-6 DNA methylase	A994_01120	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RER3	unreviewed	K2RER3_METFP	Uncharacterized protein	A994_01145	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RES0	unreviewed	K2RES0_METFP	Fe(3+)-transporting ATPase	A994_01195	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RES2	unreviewed	K2RES2_METFP	Dehydrogenase	A994_01220	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RES5	unreviewed	K2RES5_METFP	Homoserine O-acetyltransferase	A994_01245	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RES8	unreviewed	K2RES8_METFP	Uncharacterized protein	A994_01270	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RET1	unreviewed	K2RET1_METFP	Uncharacterized protein	A994_01295	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RET5	unreviewed	K2RET5_METFP	ThrE domain-containing protein	A994_01320	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RET7	unreviewed	K2RET7_METFP	Pirin	A994_01345	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REU1	unreviewed	K2REU1_METFP	Uncharacterized protein	A994_01370	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REU3	unreviewed	K2REU3_METFP	DUF2807 domain-containing protein	A994_01395	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REU6	unreviewed	K2REU6_METFP	GAF sensor protein	A994_01420	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REV5	unreviewed	K2REV5_METFP	Uncharacterized protein	A994_01470	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REW2	unreviewed	K2REW2_METFP	Uncharacterized protein	A994_01520	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REX0	unreviewed	K2REX0_METFP	Uncharacterized protein	A994_01570	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REX4	unreviewed	K2REX4_METFP	Uncharacterized protein	A994_01595	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REX8	unreviewed	K2REX8_METFP	Cyclase family protein	A994_01620	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REY1	unreviewed	K2REY1_METFP	UPF0285 protein A994_01645	A994_01645	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REY5	unreviewed	K2REY5_METFP	Uncharacterized protein	A994_01670	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2REZ6	unreviewed	K2REZ6_METFP	Radical SAM domain-containing protein	A994_01720	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF00	unreviewed	K2RF00_METFP	HAD superfamily hydrolase	A994_01745	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF04	unreviewed	K2RF04_METFP	4Fe-4S ferredoxin	A994_01770	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF10	unreviewed	K2RF10_METFP	Uncharacterized protein	A994_01795	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF15	unreviewed	K2RF15_METFP	PAS/PAC sensor protein	A994_01820	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF21	unreviewed	K2RF21_METFP	PadR-like family transcriptional regulator	A994_01845	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF25	unreviewed	K2RF25_METFP	Haloacid dehalogenase domain-containing protein hydrolase	A994_01870	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF29	unreviewed	K2RF29_METFP	Protein disulfide isomerase	A994_01895	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF33	unreviewed	K2RF33_METFP	Uncharacterized protein	A994_01920	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF37	unreviewed	K2RF37_METFP	Uncharacterized protein	A994_01945	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF43	unreviewed	K2RF43_METFP	Uncharacterized protein	A994_01970	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF48	unreviewed	K2RF48_METFP	LemA family protein	A994_01995	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF52	unreviewed	K2RF52_METFP	Cupin type-1 domain-containing protein	A994_02020	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF56	unreviewed	K2RF56_METFP	Arsenite-activated ATPase ArsA	A994_02045	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF66	unreviewed	K2RF66_METFP	ABC transporter	A994_02095	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF72	unreviewed	K2RF72_METFP	TRASH domain-containing protein	A994_02130	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF78	unreviewed	K2RF78_METFP	Uncharacterized protein	A994_02155	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF84	unreviewed	K2RF84_METFP	Uncharacterized protein	A994_02180	Methanobacterium formicicum (strain DSM 3637 / PP1)		
